Phylo,Family,Order,Scientific_name,Mass
Dendrocygna_guttata,Anatidae,Anseriformes,Dendrocygna guttata,800
Dendrocygna_javanica,Anatidae,Anseriformes,Dendrocygna javanica,519.6
Dendrocygna_viduata,Anatidae,Anseriformes,Dendrocygna viduata,690
Heteronetta_atricapilla,Anatidae,Anseriformes,Heteronetta atricapilla,538.4
Histrionicus_histrionicus,Anatidae,Anseriformes,Histrionicus histrionicus,561.6
Hymenolaimus_malacorhynchos,Anatidae,Anseriformes,Hymenolaimus malacorhynchos,830
Lophodytes_cucullatus,Anatidae,Anseriformes,Lophodytes cucullatus,613.8
Lophonetta_specularioides,Anatidae,Anseriformes,Lophonetta specularioides,1019.9
Malacorhynchus_membranaceus,Anatidae,Anseriformes,Malacorhynchus membranaceus,372.8
Marmaronetta_angustirostris,Anatidae,Anseriformes,Marmaronetta angustirostris,477
Melanitta_fusca,Anatidae,Anseriformes,Melanitta fusca,1800.2
Melanitta_nigra,Anatidae,Anseriformes,Melanitta nigra,1050
Melanitta_perspicillata,Anatidae,Anseriformes,Melanitta perspicillata,1096.3
Merganetta_armata,Anatidae,Anseriformes,Merganetta armata,398.8
Mergellus_albellus,Anatidae,Anseriformes,Mergellus albellus,608.6
Mergus_merganser,Anatidae,Anseriformes,Mergus merganser,1451
Mergus_octosetaceus,Anatidae,Anseriformes,Mergus octosetaceus,983
Mergus_serrator,Anatidae,Anseriformes,Mergus serrator,1015.2
Mergus_squamatus,Anatidae,Anseriformes,Mergus squamatus,1234
Neochen_jubata,Anatidae,Anseriformes,Neochen jubata,1250
Netta_erythrophthalma,Anatidae,Anseriformes,Netta erythrophthalma,780.4
Netta_peposaca,Anatidae,Anseriformes,Netta peposaca,1000
Netta_rufina,Anatidae,Anseriformes,Netta rufina,1118
Nettapus_auritus,Anatidae,Anseriformes,Nettapus auritus,266
Nettapus_coromandelianus,Anatidae,Anseriformes,Nettapus coromandelianus,391.3
Nettapus_pulchellus,Anatidae,Anseriformes,Nettapus pulchellus,307
Nomonyx_dominicus,Anatidae,Anseriformes,Nomonyx dominicus,365
Oxyura_australis,Anatidae,Anseriformes,Oxyura australis,798
Oxyura_jamaicensis,Anatidae,Anseriformes,Oxyura jamaicensis,608.2
Oxyura_leucocephala,Anatidae,Anseriformes,Oxyura leucocephala,661.1
Oxyura_maccoa,Anatidae,Anseriformes,Oxyura maccoa,674
Oxyura_vittata,Anatidae,Anseriformes,Oxyura vittata,642.7
Plectropterus_gambensis,Anatidae,Anseriformes,Plectropterus gambensis,3869
Polysticta_stelleri,Anatidae,Anseriformes,Polysticta stelleri,806.8
Pteronetta_hartlaubii,Anatidae,Anseriformes,Pteronetta hartlaubii,790
Salvadorina_waigiuensis,Anatidae,Anseriformes,Salvadorina waigiuensis,324
Sarkidiornis_melanotos,Anatidae,Anseriformes,Sarkidiornis melanotos,2610
Somateria_fischeri,Anatidae,Anseriformes,Somateria fischeri,1557.2
Somateria_mollissima,Anatidae,Anseriformes,Somateria mollissima,2060.9
Somateria_spectabilis,Anatidae,Anseriformes,Somateria spectabilis,1616.7
Speculanas_specularis,Anatidae,Anseriformes,Speculanas specularis,1496.1
Stictonetta_naevosa,Anatidae,Anseriformes,Stictonetta naevosa,903.3
Tachyeres_brachypterus,Anatidae,Anseriformes,Tachyeres brachypterus,3450
Tachyeres_leucocephalus,Anatidae,Anseriformes,Tachyeres leucocephalus,3013
Tachyeres_patachonicus,Anatidae,Anseriformes,Tachyeres patachonicus,2821.6
Tachyeres_pteneres,Anatidae,Anseriformes,Tachyeres pteneres,4737.6
Tadorna_cana,Anatidae,Anseriformes,Tadorna cana,1182
Tadorna_ferruginea,Anatidae,Anseriformes,Tadorna ferruginea,1235
Tadorna_radjah,Anatidae,Anseriformes,Tadorna radjah,885.2
Tadorna_tadorna,Anatidae,Anseriformes,Tadorna tadorna,1146.8
Tadorna_tadornoides,Anatidae,Anseriformes,Tadorna tadornoides,1418.7
Tadorna_variegata,Anatidae,Anseriformes,Tadorna variegata,1541
Thalassornis_leuconotus,Anatidae,Anseriformes,Thalassornis leuconotus,707.5
Anhima_cornuta,Anhimidae,Anseriformes,Anhima cornuta,3150
Chauna_chavaria,Anhimidae,Anseriformes,Chauna chavaria,2557.6
Chauna_torquata,Anhimidae,Anseriformes,Chauna torquata,4400
Anseranas_semipalmata,Anseranatidae,Anseriformes,Anseranas semipalmata,2393.4
Aegotheles_albertisi,Aegothelidae,Apodiformes,Aegotheles albertisi,35.2
Aegotheles_archboldi,Aegothelidae,Apodiformes,Aegotheles archboldi,30.6
Aegotheles_bennettii,Aegothelidae,Apodiformes,Aegotheles bennettii,60
Aegotheles_crinifrons,Aegothelidae,Apodiformes,Aegotheles crinifrons,136
Aegotheles_cristatus,Aegothelidae,Apodiformes,Aegotheles cristatus,42.8
Aegotheles_insignis,Aegothelidae,Apodiformes,Aegotheles insignis,78.5
Aegotheles_savesi,Aegothelidae,Apodiformes,Aegotheles savesi,52
Aegotheles_tatei,Aegothelidae,Apodiformes,Aegotheles tatei,52
Aegotheles_wallacii,Aegothelidae,Apodiformes,Aegotheles wallacii,50.7
Aeronautes_andecolus,Apodidae,Apodiformes,Aeronautes andecolus,17.6
Aeronautes_montivagus,Apodidae,Apodiformes,Aeronautes montivagus,20.1
Aeronautes_saxatalis,Apodidae,Apodiformes,Aeronautes saxatalis,32.1
Apus_acuticauda,Apodidae,Apodiformes,Apus acuticauda,39.4
Apus_affinis,Apodidae,Apodiformes,Apus affinis,22.6
Apus_alexandri,Apodidae,Apodiformes,Apus alexandri,41.9
Apus_apus,Apodidae,Apodiformes,Apus apus,37.6
Apus_balstoni,Apodidae,Apodiformes,Apus balstoni,42.8
Apus_barbatus,Apodidae,Apodiformes,Apus barbatus,42.8
Apus_batesi,Apodidae,Apodiformes,Apus batesi,22.1
Apus_berliozi,Apodidae,Apodiformes,Apus berliozi,38.2
Apus_bradfieldi,Apodidae,Apodiformes,Apus bradfieldi,42.4
Apus_caffer,Apodidae,Apodiformes,Apus caffer,22.1
Apus_horus,Apodidae,Apodiformes,Apus horus,27.5
Apus_niansae,Apodidae,Apodiformes,Apus niansae,32.5
Apus_nipalensis,Apodidae,Apodiformes,Apus nipalensis,29.8
Apus_pacificus,Apodidae,Apodiformes,Apus pacificus,39.4
Apus_pallidus,Apodidae,Apodiformes,Apus pallidus,41.9
Apus_sladeniae,Apodidae,Apodiformes,Apus sladeniae,42.8
Apus_toulsoni,Apodidae,Apodiformes,Apus toulsoni,27.5
Apus_unicolor,Apodidae,Apodiformes,Apus unicolor,22.5
Chaetura_brachyura,Apodidae,Apodiformes,Chaetura brachyura,18.3
Chaetura_chapmani,Apodidae,Apodiformes,Chaetura chapmani,23.8
Chaetura_cinereiventris,Apodidae,Apodiformes,Chaetura cinereiventris,13.9
Chaetura_egregia,Apodidae,Apodiformes,Chaetura egregia,23.4
Chaetura_fumosa,Apodidae,Apodiformes,Chaetura fumosa,15.7
Chaetura_martinica,Apodidae,Apodiformes,Chaetura martinica,12.5
Chaetura_meridionalis,Apodidae,Apodiformes,Chaetura meridionalis,22.2
Chaetura_pelagica,Apodidae,Apodiformes,Chaetura pelagica,23.6
Chaetura_spinicaudus,Apodidae,Apodiformes,Chaetura spinicaudus,15.7
Chaetura_vauxi,Apodidae,Apodiformes,Chaetura vauxi,17.1
Chaetura_viridipennis,Apodidae,Apodiformes,Chaetura viridipennis,23.8
Collocalia_amelis,Apodidae,Apodiformes,Collocalia amelis,10.7
Collocalia_bartschi,Apodidae,Apodiformes,Collocalia bartschi,7.4
Collocalia_brevirostris,Apodidae,Apodiformes,Collocalia brevirostris,13.4
Collocalia_elaphra,Apodidae,Apodiformes,Collocalia elaphra,10.7
Collocalia_esculenta,Apodidae,Apodiformes,Collocalia esculenta,6.3
Collocalia_francica,Apodidae,Apodiformes,Collocalia francica,8.9
Collocalia_fuciphaga,Apodidae,Apodiformes,Collocalia fuciphaga,10.7
Collocalia_germani,Apodidae,Apodiformes,Collocalia germani,10.7
Collocalia_hirundinacea,Apodidae,Apodiformes,Collocalia hirundinacea,10.1
Collocalia_infuscata,Apodidae,Apodiformes,Collocalia infuscata,13.4
Collocalia_inquieta,Apodidae,Apodiformes,Collocalia inquieta,11
Collocalia_leucophaea,Apodidae,Apodiformes,Collocalia leucophaea,13.4
Collocalia_linchi,Apodidae,Apodiformes,Collocalia linchi,5.9
Collocalia_maxima,Apodidae,Apodiformes,Collocalia maxima,17
Collocalia_mearnsi,Apodidae,Apodiformes,Collocalia mearnsi,11.3
Collocalia_nuditarsus,Apodidae,Apodiformes,Collocalia nuditarsus,13.4
Collocalia_ocista,Apodidae,Apodiformes,Collocalia ocista,13.4
Collocalia_orientalis,Apodidae,Apodiformes,Collocalia orientalis,13.4
Collocalia_palawanensis,Apodidae,Apodiformes,Collocalia palawanensis,10.7
Collocalia_papuensis,Apodidae,Apodiformes,Collocalia papuensis,19.9
Collocalia_pelewensis,Apodidae,Apodiformes,Collocalia pelewensis,13.4
Collocalia_rogersi,Apodidae,Apodiformes,Collocalia rogersi,13.4
Collocalia_salangana,Apodidae,Apodiformes,Collocalia salangana,11.3
Collocalia_sawtelli,Apodidae,Apodiformes,Collocalia sawtelli,8.6
Collocalia_spodiopygia,Apodidae,Apodiformes,Collocalia spodiopygia,8
Collocalia_terraereginae,Apodidae,Apodiformes,Collocalia terraereginae,12
Collocalia_troglodytes,Apodidae,Apodiformes,Collocalia troglodytes,5.4
Collocalia_unicolor,Apodidae,Apodiformes,Collocalia unicolor,11
Collocalia_vanikorensis,Apodidae,Apodiformes,Collocalia vanikorensis,10.7
Collocalia_vulcanorum,Apodidae,Apodiformes,Collocalia vulcanorum,13.4
Collocalia_whiteheadi,Apodidae,Apodiformes,Collocalia whiteheadi,14
Cypseloides_cherriei,Apodidae,Apodiformes,Cypseloides cherriei,22.1
Cypseloides_cryptus,Apodidae,Apodiformes,Cypseloides cryptus,34.5
Cypseloides_fumigatus,Apodidae,Apodiformes,Cypseloides fumigatus,42
Cypseloides_lemosi,Apodidae,Apodiformes,Cypseloides lemosi,28.1
Cypseloides_niger,Apodidae,Apodiformes,Cypseloides niger,39.7
Cypseloides_rothschildi,Apodidae,Apodiformes,Cypseloides rothschildi,42
Cypseloides_senex,Apodidae,Apodiformes,Cypseloides senex,82.3
Cypseloides_storeri,Apodidae,Apodiformes,Cypseloides storeri,39.5
Cypsiurus_balasiensis,Apodidae,Apodiformes,Cypsiurus balasiensis,9.1
Cypsiurus_parvus,Apodidae,Apodiformes,Cypsiurus parvus,13.6
Hirundapus_caudacutus,Apodidae,Apodiformes,Hirundapus caudacutus,95.5
Hirundapus_celebensis,Apodidae,Apodiformes,Hirundapus celebensis,180
Hirundapus_cochinchinensis,Apodidae,Apodiformes,Hirundapus cochinchinensis,83.8
Hirundapus_giganteus,Apodidae,Apodiformes,Hirundapus giganteus,127
Hydrochous_gigas,Apodidae,Apodiformes,Hydrochous gigas,35.8
Mearnsia_novaeguineae,Apodidae,Apodiformes,Mearnsia novaeguineae,32.6
Mearnsia_picina,Apodidae,Apodiformes,Mearnsia picina,42.5
Neafrapus_boehmi,Apodidae,Apodiformes,Neafrapus boehmi,14.4
Neafrapus_cassini,Apodidae,Apodiformes,Neafrapus cassini,40
Panyptila_cayennensis,Apodidae,Apodiformes,Panyptila cayennensis,21.1
Panyptila_sanctihieronymi,Apodidae,Apodiformes,Panyptila sanctihieronymi,48.1
Rhaphidura_leucopygialis,Apodidae,Apodiformes,Rhaphidura leucopygialis,13.6
Rhaphidura_sabini,Apodidae,Apodiformes,Rhaphidura sabini,16
Schoutedenapus_myoptilus,Apodidae,Apodiformes,Schoutedenapus myoptilus,23.5
Schoutedenapus_schoutedeni,Apodidae,Apodiformes,Schoutedenapus schoutedeni,23.5
Streptoprocne_biscutata,Apodidae,Apodiformes,Streptoprocne biscutata,95.8
Streptoprocne_phelpsi,Apodidae,Apodiformes,Streptoprocne phelpsi,21.8
Streptoprocne_rutila,Apodidae,Apodiformes,Streptoprocne rutila,20.2
Streptoprocne_semicollaris,Apodidae,Apodiformes,Streptoprocne semicollaris,175
Streptoprocne_zonaris,Apodidae,Apodiformes,Streptoprocne zonaris,86.8
Tachornis_furcata,Apodidae,Apodiformes,Tachornis furcata,6.5
Tachornis_phoenicobia,Apodidae,Apodiformes,Tachornis phoenicobia,10.2
Tachornis_squamata,Apodidae,Apodiformes,Tachornis squamata,11
Tachymarptis_aequatorialis,Apodidae,Apodiformes,Tachymarptis aequatorialis,92.8
Tachymarptis_melba,Apodidae,Apodiformes,Tachymarptis melba,100.4
Telacanthura_melanopygia,Apodidae,Apodiformes,Telacanthura melanopygia,52
Telacanthura_ussheri,Apodidae,Apodiformes,Telacanthura ussheri,32.6
Zoonavena_grandidieri,Apodidae,Apodiformes,Zoonavena grandidieri,8
Zoonavena_sylvatica,Apodidae,Apodiformes,Zoonavena sylvatica,16
Zoonavena_thomensis,Apodidae,Apodiformes,Zoonavena thomensis,8
Hemiprocne_comata,Hemiprocnidae,Apodiformes,Hemiprocne comata,20.6
Hemiprocne_coronata,Hemiprocnidae,Apodiformes,Hemiprocne coronata,29
Hemiprocne_longipennis,Hemiprocnidae,Apodiformes,Hemiprocne longipennis,42.8
Hemiprocne_mystacea,Hemiprocnidae,Apodiformes,Hemiprocne mystacea,70.1
Abeillia_abeillei,Trochilidae,Apodiformes,Abeillia abeillei,2.7
Adelomyia_melanogenys,Trochilidae,Apodiformes,Adelomyia melanogenys,4.9
Aglaeactis_aliciae,Trochilidae,Apodiformes,Aglaeactis aliciae,7
Aglaeactis_castelnaudii,Trochilidae,Apodiformes,Aglaeactis castelnaudii,6.7
Aglaeactis_cupripennis,Trochilidae,Apodiformes,Aglaeactis cupripennis,7.6
Aglaeactis_pamela,Trochilidae,Apodiformes,Aglaeactis pamela,5.5
Aglaiocercus_berlepschi,Trochilidae,Apodiformes,Aglaiocercus berlepschi,5
Aglaiocercus_coelestis,Trochilidae,Apodiformes,Aglaiocercus coelestis,5.6
Aglaiocercus_kingi,Trochilidae,Apodiformes,Aglaiocercus kingi,4.8
Amazilia_amabilis,Trochilidae,Apodiformes,Amazilia amabilis,4.3
Amazilia_amazilia,Trochilidae,Apodiformes,Amazilia amazilia,4.3
Amazilia_beryllina,Trochilidae,Apodiformes,Amazilia beryllina,4.5
Amazilia_boucardi,Trochilidae,Apodiformes,Amazilia boucardi,4.5
Amazilia_brevirostris,Trochilidae,Apodiformes,Amazilia brevirostris,4.3
Amazilia_candida,Trochilidae,Apodiformes,Amazilia candida,3.8
Amazilia_castaneiventris,Trochilidae,Apodiformes,Amazilia castaneiventris,5
Amazilia_chionogaster,Trochilidae,Apodiformes,Amazilia chionogaster,5
Amazilia_cyanifrons,Trochilidae,Apodiformes,Amazilia cyanifrons,5
Amazilia_cyanocephala,Trochilidae,Apodiformes,Amazilia cyanocephala,5.1
Amazilia_cyanura,Trochilidae,Apodiformes,Amazilia cyanura,3.9
Amazilia_decora,Trochilidae,Apodiformes,Amazilia decora,4.7
Amazilia_edward,Trochilidae,Apodiformes,Amazilia edward,4.7
Amazilia_fimbriata,Trochilidae,Apodiformes,Amazilia fimbriata,4.9
Amazilia_franciae,Trochilidae,Apodiformes,Amazilia franciae,5
Amazilia_lactea,Trochilidae,Apodiformes,Amazilia lactea,4.6
Amazilia_leucogaster,Trochilidae,Apodiformes,Amazilia leucogaster,4.7
Amazilia_luciae,Trochilidae,Apodiformes,Amazilia luciae,4.5
Amazilia_rosenbergi,Trochilidae,Apodiformes,Amazilia rosenbergi,3.7
Amazilia_rutila,Trochilidae,Apodiformes,Amazilia rutila,5.2
Amazilia_saucerrottei,Trochilidae,Apodiformes,Amazilia saucerrottei,4.5
Amazilia_tobaci,Trochilidae,Apodiformes,Amazilia tobaci,4.7
Amazilia_tzacatl,Trochilidae,Apodiformes,Amazilia tzacatl,4.8
Amazilia_versicolor,Trochilidae,Apodiformes,Amazilia versicolor,4.1
Amazilia_violiceps,Trochilidae,Apodiformes,Amazilia violiceps,5.1
Amazilia_viridicauda,Trochilidae,Apodiformes,Amazilia viridicauda,6.1
Amazilia_viridifrons,Trochilidae,Apodiformes,Amazilia viridifrons,6.3
Amazilia_viridigaster,Trochilidae,Apodiformes,Amazilia viridigaster,3.7
Amazilia_yucatanensis,Trochilidae,Apodiformes,Amazilia yucatanensis,3.9
Androdon_aequatorialis,Trochilidae,Apodiformes,Androdon aequatorialis,7.3
Anopetia_gounellei,Trochilidae,Apodiformes,Anopetia gounellei,3.2
Anthocephala_floriceps,Trochilidae,Apodiformes,Anthocephala floriceps,3.9
Anthracothorax_dominicus,Trochilidae,Apodiformes,Anthracothorax dominicus,5.8
Anthracothorax_mango,Trochilidae,Apodiformes,Anthracothorax mango,8.3
Anthracothorax_nigricollis,Trochilidae,Apodiformes,Anthracothorax nigricollis,7
Anthracothorax_prevostii,Trochilidae,Apodiformes,Anthracothorax prevostii,6.4
Anthracothorax_veraguensis,Trochilidae,Apodiformes,Anthracothorax veraguensis,7
Anthracothorax_viridigula,Trochilidae,Apodiformes,Anthracothorax viridigula,7.5
Anthracothorax_viridis,Trochilidae,Apodiformes,Anthracothorax viridis,6.6
Aphantochroa_cirrochloris,Trochilidae,Apodiformes,Aphantochroa cirrochloris,7.7
Archilochus_alexandri,Trochilidae,Apodiformes,Archilochus alexandri,3.4
Archilochus_colubris,Trochilidae,Apodiformes,Archilochus colubris,3.1
Atthis_ellioti,Trochilidae,Apodiformes,Atthis ellioti,2.9
Atthis_heloisa,Trochilidae,Apodiformes,Atthis heloisa,2.2
Augastes_lumachella,Trochilidae,Apodiformes,Augastes lumachella,4
Augastes_scutatus,Trochilidae,Apodiformes,Augastes scutatus,3
Avocettula_recurvirostris,Trochilidae,Apodiformes,Avocettula recurvirostris,4.2
Boissonneaua_flavescens,Trochilidae,Apodiformes,Boissonneaua flavescens,8.2
Boissonneaua_jardini,Trochilidae,Apodiformes,Boissonneaua jardini,9.1
Boissonneaua_matthewsii,Trochilidae,Apodiformes,Boissonneaua matthewsii,7.7
Calliphlox_amethystina,Trochilidae,Apodiformes,Calliphlox amethystina,2.8
Calliphlox_bryantae,Trochilidae,Apodiformes,Calliphlox bryantae,3.3
Calliphlox_evelynae,Trochilidae,Apodiformes,Calliphlox evelynae,2.4
Calliphlox_mitchellii,Trochilidae,Apodiformes,Calliphlox mitchellii,3.1
Calothorax_lucifer,Trochilidae,Apodiformes,Calothorax lucifer,3.3
Calothorax_pulcher,Trochilidae,Apodiformes,Calothorax pulcher,2.7
Calypte_anna,Trochilidae,Apodiformes,Calypte anna,4.2
Calypte_costae,Trochilidae,Apodiformes,Calypte costae,3.1
Campylopterus_curvipennis,Trochilidae,Apodiformes,Campylopterus curvipennis,6
Campylopterus_duidae,Trochilidae,Apodiformes,Campylopterus duidae,6.1
Campylopterus_ensipennis,Trochilidae,Apodiformes,Campylopterus ensipennis,9.6
Campylopterus_excellens,Trochilidae,Apodiformes,Campylopterus excellens,6
Campylopterus_falcatus,Trochilidae,Apodiformes,Campylopterus falcatus,7.2
Campylopterus_hemileucurus,Trochilidae,Apodiformes,Campylopterus hemileucurus,9.7
Campylopterus_hyperythrus,Trochilidae,Apodiformes,Campylopterus hyperythrus,6.4
Campylopterus_largipennis,Trochilidae,Apodiformes,Campylopterus largipennis,8.3
Campylopterus_phainopeplus,Trochilidae,Apodiformes,Campylopterus phainopeplus,7.7
Campylopterus_rufus,Trochilidae,Apodiformes,Campylopterus rufus,7.1
Campylopterus_villaviscensio,Trochilidae,Apodiformes,Campylopterus villaviscensio,7.4
Chaetocercus_astreans,Trochilidae,Apodiformes,Chaetocercus astreans,2
Chaetocercus_berlepschi,Trochilidae,Apodiformes,Chaetocercus berlepschi,2
Chaetocercus_bombus,Trochilidae,Apodiformes,Chaetocercus bombus,6.5
Chaetocercus_heliodor,Trochilidae,Apodiformes,Chaetocercus heliodor,2
Chaetocercus_jourdanii,Trochilidae,Apodiformes,Chaetocercus jourdanii,3.3
Chaetocercus_mulsant,Trochilidae,Apodiformes,Chaetocercus mulsant,3.9
Chalcostigma_herrani,Trochilidae,Apodiformes,Chalcostigma herrani,5.8
Chalcostigma_heteropogon,Trochilidae,Apodiformes,Chalcostigma heteropogon,6.1
Chalcostigma_olivaceum,Trochilidae,Apodiformes,Chalcostigma olivaceum,8.2
Chalcostigma_ruficeps,Trochilidae,Apodiformes,Chalcostigma ruficeps,3.4
Chalcostigma_stanleyi,Trochilidae,Apodiformes,Chalcostigma stanleyi,5.8
Chalybura_buffonii,Trochilidae,Apodiformes,Chalybura buffonii,6.8
Chalybura_urochrysia,Trochilidae,Apodiformes,Chalybura urochrysia,6.4
Chlorestes_notata,Trochilidae,Apodiformes,Chlorestes notata,4.2
Chlorostilbon_alice,Trochilidae,Apodiformes,Chlorostilbon alice,3.5
Chlorostilbon_assimilis,Trochilidae,Apodiformes,Chlorostilbon assimilis,2.6
Chlorostilbon_auriceps,Trochilidae,Apodiformes,Chlorostilbon auriceps,2.6
Chlorostilbon_canivetii,Trochilidae,Apodiformes,Chlorostilbon canivetii,2.6
Chlorostilbon_forficatus,Trochilidae,Apodiformes,Chlorostilbon forficatus,2.6
Chlorostilbon_gibsoni,Trochilidae,Apodiformes,Chlorostilbon gibsoni,2.6
Chlorostilbon_lucidus,Trochilidae,Apodiformes,Chlorostilbon lucidus,3.5
Chlorostilbon_maugaeus,Trochilidae,Apodiformes,Chlorostilbon maugaeus,3.1
Chlorostilbon_melanorhynchus,Trochilidae,Apodiformes,Chlorostilbon melanorhynchus,2.6
Chlorostilbon_mellisugus,Trochilidae,Apodiformes,Chlorostilbon mellisugus,2.6
Chlorostilbon_olivaresi,Trochilidae,Apodiformes,Chlorostilbon olivaresi,3.7
Chlorostilbon_poortmani,Trochilidae,Apodiformes,Chlorostilbon poortmani,3.3
Chlorostilbon_ricordii,Trochilidae,Apodiformes,Chlorostilbon ricordii,3.2
Chlorostilbon_russatus,Trochilidae,Apodiformes,Chlorostilbon russatus,3.4
Chlorostilbon_stenurus,Trochilidae,Apodiformes,Chlorostilbon stenurus,3.4
Chlorostilbon_swainsonii,Trochilidae,Apodiformes,Chlorostilbon swainsonii,4.3
Chrysolampis_mosquitus,Trochilidae,Apodiformes,Chrysolampis mosquitus,3.9
Chrysuronia_oenone,Trochilidae,Apodiformes,Chrysuronia oenone,5
Clytolaema_rubricauda,Trochilidae,Apodiformes,Clytolaema rubricauda,7.9
Coeligena_bonapartei,Trochilidae,Apodiformes,Coeligena bonapartei,6.5
Coeligena_coeligena,Trochilidae,Apodiformes,Coeligena coeligena,6.8
Coeligena_helianthea,Trochilidae,Apodiformes,Coeligena helianthea,6.6
Coeligena_iris,Trochilidae,Apodiformes,Coeligena iris,6.9
