Phylo,Family,Order,Scientific_name,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Nisaetus_alboniger,Accipitridae,Accipitriformes,Nisaetus alboniger,48,24.3,12.9,20.3,77.1,325.2,82,245.2,25.1,239.5,830,Forest,1,1,Carnivore,Vertivore,Insessorial,-5.95,11.07,2.4,106.95,800448.35,Extant
Nisaetus_bartelsi,Accipitridae,Accipitriformes,Nisaetus bartelsi,42.7,27.8,14,21.3,100.3,378,83.4,294.5,22.1,228.4,830,Forest,1,1,Carnivore,Vertivore,Insessorial,-8.78,-6.23,-7.44,110.02,14421.49,Extant
Nisaetus_cirrhatus,Accipitridae,Accipitriformes,Nisaetus cirrhatus,49.9,25.8,12.6,21.7,97.7,414.6,115.8,298.5,27.9,289.8,1475.1,Forest,1,1,Carnivore,Vertivore,Insessorial,-8.85,30.26,13.11,94.36,4408300.11,Extant
Nisaetus_floris,Accipitridae,Accipitriformes,Nisaetus floris,41.7,26.5,12.8,21.6,113.9,436.7,115.9,320.8,26.5,229.3,1475.1,Forest,2,1,Carnivore,Vertivore,Insessorial,-9.11,-8.07,-8.59,119.37,34986.16,Extant
Nisaetus_lanceolatus,Accipitridae,Accipitriformes,Nisaetus lanceolatus,39.3,26.8,12.8,21.6,90.5,373,90.5,285.8,24,261.8,1168,Forest,1,1,Carnivore,Vertivore,Insessorial,-5.71,1.84,-2.12,121.3,183391.82,Extant
Nisaetus_nanus,Accipitridae,Accipitriformes,Nisaetus nanus,44.2,21.6,11.3,17.3,75.5,312.7,79.8,234.6,25.4,240.8,557.8,Forest,1,1,Carnivore,Vertivore,Insessorial,-5.95,11.8,0.56,108.02,1094809.57,Extant
Nisaetus_nipalensis,Accipitridae,Accipitriformes,Nisaetus nipalensis,44.2,28,13.1,23.5,101.2,423.7,107,317.6,25.1,286.4,3005,Forest,1,1,Carnivore,Vertivore,Insessorial,6.26,45.52,26.77,106.31,2149247.14,Extant
Nisaetus_philippensis,Accipitridae,Accipitriformes,Nisaetus philippensis,39.6,25.3,12.3,20.6,91.7,354.2,89.6,265,25.3,252.5,1168,Forest,1,1,Carnivore,Vertivore,Insessorial,5.56,18.65,11.91,123.1,247291.35,Extant
Pandion_haliaetus,Accipitridae,Accipitriformes,Pandion haliaetus,47,27.7,17.3,19.6,49.8,468.4,204.8,253,44.9,201.3,1483.2,Marine,3,3,Carnivore,Aquatic predator,Aerial,-37.8,70.69,49.18,25.45,31298390.01,Extant
Parabuteo_unicinctus,Accipitridae,Accipitriformes,Parabuteo unicinctus,34.4,21.4,11.4,16.6,81.6,320.8,99.8,223.2,30.8,222,850.3,Shrubland,2,2,Carnivore,Vertivore,Insessorial,-43.93,34.37,-10.52,-65.99,9015595.35,Extant
Pernis_apivorus,Accipitridae,Accipitriformes,Pernis apivorus,34.8,19.1,11.7,13.7,43.9,407.4,154.2,253,37.9,253.2,754.4,Forest,1,3,Carnivore,Invertivore,Insessorial,35.76,67.06,54.03,38.95,9317297.54,Extant
Pernis_celebensis,Accipitridae,Accipitriformes,Pernis celebensis,32.4,18.9,11.2,14.8,42,364.4,105,259.4,28.8,251.8,722,Forest,2,1,Carnivore,Invertivore,Insessorial,-5.71,19.29,5.81,122.23,415995.41,Extant
Pernis_ptilorhyncus,Accipitridae,Accipitriformes,Pernis ptilorhyncus,55.9,21.4,13.1,15.4,49,413.6,130.7,278.6,32,263.8,1141.1,Woodland,2,1,Carnivore,Invertivore,Insessorial,-10.58,56.97,32.05,103.73,11263289.52,Extant
Pithecophaga_jefferyi,Accipitridae,Accipitriformes,Pithecophaga jefferyi,85.3,57,20.8,49.6,133.8,585.8,178.7,407.1,30.3,423,5175.3,Forest,1,1,Carnivore,Vertivore,Insessorial,5.56,18.52,9.95,124.19,142256.55,Extant
Polemaetus_bellicosus,Accipitridae,Accipitriformes,Polemaetus bellicosus,54.3,34.7,16.8,28.7,112.4,571.6,205.8,374.2,35.5,256,3964.5,Grassland,3,1,Carnivore,Vertivore,Aerial,-34.84,17.63,-3.45,22.51,14888019.22,Extant
Polyboroides_radiatus,Accipitridae,Accipitriformes,Polyboroides radiatus,36.8,20.9,10,16.1,89.9,397.4,112.2,287,28.1,298,633.2,Forest,1,1,Carnivore,Vertivore,Generalist,-25.61,-11.95,-19.56,46.73,413722.67,Extant
Polyboroides_typus,Accipitridae,Accipitriformes,Polyboroides typus,39.1,21.3,10.3,16.6,88.1,443.1,157,285.5,35.4,289.9,633.2,Forest,1,1,Carnivore,Vertivore,Insessorial,-34.84,18.03,-4.02,22.3,14893143.16,Extant
Rostrhamus_sociabilis,Accipitridae,Accipitriformes,Rostrhamus sociabilis,33.1,23.8,11.1,11.3,49.9,344.8,134.8,206.7,39.1,169.3,366.9,Wetland,2,2,Carnivore,Aquatic predator,Insessorial,-37.65,29.74,-10.02,-58.23,11603405.03,Extant
Sagittarius_serpentarius,Accipitridae,Accipitriformes,Sagittarius serpentarius,59.4,40.2,19,24.1,269.9,615.5,250.2,365.2,40.6,551.8,4017,Grassland,3,2,Carnivore,Vertivore,Terrestrial,-34.84,17.86,-3.98,23.61,14023594.92,Extant
Sarcogyps_calvus,Accipitridae,Accipitriformes,Sarcogyps calvus,68.5,46.9,23,33.9,115,570,252.8,322,44,229.2,4469.9,Human Modified,3,1,Scavenger,Scavenger,Terrestrial,10.9,31.97,24.15,83.35,2166730.6,Extant
Spilornis_cheela,Accipitridae,Accipitriformes,Spilornis cheela,45.6,30.1,14.4,20.8,82.2,373.7,112.6,261.1,30.1,237.4,597.7,Forest,1,1,Carnivore,Vertivore,Insessorial,-8.85,34.11,16.74,98.68,6837152.16,Extant
Spilornis_elgini,Accipitridae,Accipitriformes,Spilornis elgini,37.5,26.7,12.8,18.4,76.1,365.4,106.8,255.8,29.4,215.6,895,Forest,1,1,Carnivore,Vertivore,Insessorial,10.51,13.68,12.47,92.81,4980.85,Extant
Spilornis_holospilus,Accipitridae,Accipitriformes,Spilornis holospilus,37.5,27,12.2,18,75,340.1,103.8,234.5,30.7,221.7,705,Forest,1,1,Carnivore,Vertivore,Insessorial,5.56,19.58,11.86,123.09,276025.54,Extant
Spilornis_kinabaluensis,Accipitridae,Accipitriformes,Spilornis kinabaluensis,34.6,24,13.4,16.8,72.6,368.5,107,261.5,29,227.5,597.7,Forest,1,1,Carnivore,Vertivore,Insessorial,2.87,6.49,4.55,115.9,36584.1,Extant
Spilornis_klossi,Accipitridae,Accipitriformes,Spilornis klossi,38.2,28.9,13.5,18.8,74.7,297.2,87.8,209.4,29.5,198.2,450,Forest,1,1,Carnivore,Vertivore,Insessorial,6.75,7.44,7.06,93.79,1111.02,Extant
Spilornis_rufipectus,Accipitridae,Accipitriformes,Spilornis rufipectus,34.6,25.1,13.3,17.4,64.3,328.6,105.5,221.5,32.4,214.4,705,Forest,1,1,Carnivore,Vertivore,Insessorial,-6.5,2.82,-1.9,121.2,115936.18,Extant
Spizaetus_isidori,Accipitridae,Accipitriformes,Spizaetus isidori,51.3,33.2,15.9,25.8,113.4,484.4,120.1,376.2,24.2,299,1197.4,Forest,1,1,Carnivore,Vertivore,Aerial,-27.25,11.27,-6.77,-73.17,469213.82,Extant
Spizaetus_melanoleucus,Accipitridae,Accipitriformes,Spizaetus melanoleucus,40.9,23.9,12.8,20.7,72.1,400.6,124.3,275.4,31.1,249,850,Forest,2,1,Carnivore,Vertivore,Aerial,-31.3,23.78,-6.79,-62.97,8710494.02,Extant
Spizaetus_ornatus,Accipitridae,Accipitriformes,Spizaetus ornatus,39.1,23.7,12.3,20.2,93.8,353,59.1,287.3,17.2,289.5,1197.4,Forest,1,1,Carnivore,Vertivore,Generalist,-30.5,23.77,-5.86,-63.22,9433721.9,Extant
Spizaetus_tyrannus,Accipitridae,Accipitriformes,Spizaetus tyrannus,42.3,24.9,12.1,21,80.4,384.4,68.6,315.6,17.9,334.4,1007.1,Forest,2,1,Carnivore,Vertivore,Insessorial,-30.42,21.81,-4.6,-62.84,8304333.12,Extant
Stephanoaetus_coronatus,Accipitridae,Accipitriformes,Stephanoaetus coronatus,53.3,36.1,16.7,29,94,496.4,111.5,393,22.1,367.1,3640,Forest,1,1,Carnivore,Vertivore,Generalist,-34.21,15.34,-4.7,23.96,6608300.52,Extant
Terathopius_ecaudatus,Accipitridae,Accipitriformes,Terathopius ecaudatus,52.5,35.9,16.3,25.3,65.1,500.4,233.2,266,46.8,109,2200,Woodland,2,1,Carnivore,Omnivore,Generalist,-28.74,18.59,-1.02,23.14,14023477.79,Extant
Torgos_tracheliotos,Accipitridae,Accipitriformes,Torgos tracheliotos,89.1,64,30.4,45.5,138.4,711.4,276.8,434.5,39.1,339.2,6969,Grassland,3,2,Scavenger,Scavenger,Terrestrial,-30.62,29.99,2.61,26.93,8489832.71,Extant
Trigonoceps_occipitalis,Accipitridae,Accipitriformes,Trigonoceps occipitalis,72.1,49.3,23.8,33.5,115.9,618,265,349.2,43.1,250,3016,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,-28.5,16.79,-1.13,24.25,6011586.35,Extant
Urotriorchis_macrourus,Accipitridae,Accipitriformes,Urotriorchis macrourus,35.4,19.6,13.3,16.5,78.9,286.5,68.2,218.2,23.8,373.8,492,Forest,1,1,Carnivore,Vertivore,Insessorial,-8.84,8.7,1.17,15.06,3073602.25,Extant
Cathartes_aura,Cathartidae,Accipitriformes,Cathartes aura,51.5,27.6,14.3,17.2,54,508.5,135.6,369,26.9,244,1518.2,Human Modified,3,2,Scavenger,Scavenger,Terrestrial,-55.72,54.31,6.76,-77.26,28126442.74,Extant
Cathartes_burrovianus,Cathartidae,Accipitriformes,Cathartes burrovianus,50.4,25.2,13.1,15.4,49,485.8,133.4,351.1,27.5,240.4,935,Grassland,3,1,Scavenger,Scavenger,Terrestrial,-34.98,22.8,-7.88,-57.4,7839868.54,Extant
Cathartes_melambrotus,Cathartidae,Accipitriformes,Cathartes melambrotus,54.6,27.3,14.2,17.3,63.2,503,83.1,419.9,16.5,258,1373,Forest,3,1,Scavenger,Scavenger,Terrestrial,-15.42,10.41,-3.81,-62.34,6652618.68,Extant
Coragyps_atratus,Cathartidae,Accipitriformes,Coragyps atratus,60,35,14.8,16.1,76.1,410.1,58.4,352.6,14.3,180,1881.7,Human Modified,3,2,Omnivore,Scavenger,Terrestrial,-50.31,41.66,-4.79,-67.36,21173636.93,Extant
Gymnogyps_californianus,Cathartidae,Accipitriformes,Gymnogyps californianus,96.5,65.3,33.2,39,115.8,788,323.5,464.5,41.1,350.8,8442.7,Shrubland,3,1,Scavenger,Scavenger,Terrestrial,30.72,37.44,35.94,-117.33,101747.84,Extant
Sarcoramphus_papa,Cathartidae,Accipitriformes,Sarcoramphus papa,61.9,46,22.8,30.6,89.9,508.2,191.6,317.6,37.6,239,3400,Forest,3,1,Scavenger,Scavenger,Terrestrial,-34.91,21.62,-8.32,-59.62,14260256.21,Extant
Vultur_gryphus,Cathartidae,Accipitriformes,Vultur gryphus,96.8,64.8,30.1,29.1,127.4,789.9,350.5,430.5,44.9,359.4,11236.1,Grassland,3,2,Scavenger,Scavenger,Terrestrial,-55.72,10.93,-30.77,-70.34,2543680.82,Extant
